timestamp,scenario,light_v,temp_c,humidity_pct,tvoc_ppb,co2eq_ppm,anomaly_flag
2025-07-08 13:10:29.157764,normal,1.1979653341817553,25.009753417354794,45.16379248857234,63.32284215184587,445.9161281766931,0
2025-07-08 13:10:29.257783,normal,1.2037834583288305,25.360478106732085,45.65609082637943,62.618648266191585,430.64660216600015,0
2025-07-08 13:10:29.357787,normal,1.144699818387812,25.174164785750175,45.709151910298075,58.4065127047685,434.92597463836404,0
2025-07-08 13:10:29.457790,normal,1.234195024486978,25.208442145413365,45.45129642371763,63.139683686871365,439.30557028125224,0
2025-07-08 13:10:29.557792,normal,1.2251094433602874,24.89846170005,45.18403253539246,62.98150374705029,440.55358176632825,0
2025-07-08 13:10:29.657795,normal,1.228102472975675,25.08032597660043,44.47013827636631,55.188271587971066,487.2614604622546,0
2025-07-08 13:10:29.757798,normal,1.2324582123084389,25.149040210594777,45.231034965152595,58.81977945269867,466.04839366491734,0
2025-07-08 13:10:29.857799,normal,1.2126727535582682,25.054811114249866,45.17071786241379,62.649532687110145,456.82251527769427,0
2025-07-08 13:10:29.957801,normal,1.222351193770429,24.96381293760946,45.106151204114276,59.13732379987882,422.9847772818947,0
2025-07-08 13:10:30.057803,normal,1.2057503473719358,24.95483158742569,45.36235941472719,60.51231058728539,417.17801977391105,0
2025-07-08 13:10:30.157806,normal,1.1949885658799067,24.843656357172364,44.814379000368966,65.04556647004502,419.4659168602931,0
2025-07-08 13:10:30.257808,normal,1.206770326949938,25.145385764098897,45.094716080111894,60.376798136877795,483.4389227661934,0
2025-07-08 13:10:30.357812,normal,1.2590347657098642,25.47322772835404,45.1999645290483,63.44766928844386,444.06015047842567,0
2025-07-08 13:10:30.457814,normal,1.1709267694439227,25.24024965288895,44.66020785108293,64.83679354735908,407.7497072013608,0
2025-07-08 13:10:30.557816,normal,1.1697477482632028,25.10402256036101,45.611446590203485,58.01083379598967,437.2911868545585,0
2025-07-08 13:10:30.657819,normal,1.216836641162517,25.48811784269178,45.78090604202813,60.39481880556028,455.1658290018211,0
2025-07-08 13:10:30.757821,normal,1.1838490433876825,25.397581727934895,44.99213891194474,61.575476472772664,438.1375970973771,0
2025-07-08 13:10:30.857823,normal,1.2137809667812374,25.009165245630463,45.3312592258299,58.14478718713052,467.7365083096085,0
2025-07-08 13:10:30.957824,normal,1.2629002501827118,25.3360650017006,45.12580809300783,59.20524995240033,400.0,0
2025-07-08 13:10:31.057827,normal,1.202666874430132,25.367376807950084,44.29840655300946,61.72317742260729,444.8899231173562,0
2025-07-08 13:10:31.157828,normal,1.1860370917476961,25.35814361624018,44.97145292216949,59.686386327504756,449.6911218571037,0
2025-07-08 13:10:31.257831,normal,1.1761723523490035,25.35814361624018,44.97145292216949,66.24945974388577,429.2216043394328,0
2025-07-08 13:10:31.357833,normal,1.183690695425235,25.35814361624018,44.97145292216949,59.056456400297876,419.6292247360058,0
2025-07-08 13:10:31.457835,normal,1.1497204968643429,25.35814361624018,44.97145292216949,60.769287362679734,457.9770929610529,0
2025-07-08 13:10:31.557837,normal,1.197972940943208,25.35814361624018,44.97145292216949,59.966230629497176,428.7495873021943,0
2025-07-08 13:10:31.657839,normal,1.2169183250918698,25.35814361624018,44.97145292216949,56.60291553688744,471.3688675185337,0
2025-07-08 13:10:31.757841,normal,1.2061812202610143,25.35814361624018,44.97145292216949,59.21596746435029,459.66273240548526,0
2025-07-08 13:10:31.857844,normal,1.2620907845014977,25.35814361624018,44.97145292216949,57.80441451930617,518.7795659736587,0
2025-07-08 13:10:31.957846,normal,1.219342317129381,25.35814361624018,44.97145292216949,58.72957129093726,412.45998625567705,0
2025-07-08 13:10:32.057848,normal,1.2458515462009543,25.35814361624018,44.97145292216949,59.68402177504118,426.4415842751259,0
2025-07-08 13:10:32.157850,normal,1.179131445897242,25.35814361624018,44.97145292216949,60.946670071107995,454.96933632678144,0
2025-07-08 13:10:32.257860,normal,1.2238579988969496,25.35814361624018,44.97145292216949,58.5593199325011,486.54168598036404,0
2025-07-08 13:10:32.357862,normal,1.1926216645012293,25.35814361624018,44.97145292216949,61.253857973307746,413.2571693460666,0
2025-07-08 13:10:32.457865,normal,1.1694084560058013,25.35814361624018,44.97145292216949,62.78111014664227,414.7443131472563,0
2025-07-08 13:10:32.557867,normal,1.2120500709381328,25.35814361624018,44.97145292216949,55.571097884888935,418.93643404647224,0
2025-07-08 13:10:32.657869,normal,1.2138601958167738,25.35814361624018,44.97145292216949,65.92622780994758,436.09600938965434,0
